"","stratum","n","PRS","log_IRR","log_IRR_SE","log_IRR_p"
"1","All",3423,"PRSsum_std",0.746028732296681,0.265390814020496,0.00511363347030175
"2","All",3423,"PRSstd_sum_std",0.92451043242994,0.258201910973993,0.000373134444985586
"3","All",2701,"PRS_gap_std",0.666779187168676,0.149292972767838,9.73857984435282e-06
"4","All",2701,"PRSstd_gap_std",1.21170327409079,0.210040076904234,1.3589878060728e-08
"5","All",3423,"PRSstd_mgb_std",0.980323406287556,0.237256391879849,4.15692944792845e-05
"6","Healthy_sleep",1142,"PRSsum_std",1.1663587286788,0.365148372930465,0.00151073709792244
"7","Healthy_sleep",1142,"PRSstd_sum_std",1.33788984637689,0.389628440944887,0.000656061623857172
"8","Healthy_sleep",907,"PRS_gap_std",0.999072569884825,0.305772414175773,0.00118591029873236
"9","Healthy_sleep",907,"PRSstd_gap_std",1.52261795290029,0.36034551319888,2.99964570900902e-05
"10","Healthy_sleep",1142,"PRSstd_mgb_std",1.21368708344843,0.343061285431886,0.000449714088298218
"11","Insomnia",965,"PRSsum_std",-0.107078390252522,0.44190915887002,0.808670746549641
"12","Insomnia",965,"PRSstd_sum_std",0.401228283505154,0.589296504906417,0.496371638697216
"13","Insomnia",781,"PRS_gap_std",0.418246114204379,0.264255268636442,0.114392803349675
"14","Insomnia",781,"PRSstd_gap_std",1.43633978140357,0.528767480502248,0.0069303489886057
"15","Insomnia",965,"PRSstd_mgb_std",1.13307108029567,0.535136654532582,0.0348742388123474
"16","Short_sleep",287,"PRSsum_std",0.292988994819901,0.53763606649829,0.586492542466158
"17","Short_sleep",287,"PRSstd_sum_std",0.400432319188576,0.621591691144697,0.520305834772995
"18","Short_sleep",230,"PRS_gap_std",0.0807127990053746,0.400158271132279,0.840440259020317
"19","Short_sleep",230,"PRSstd_gap_std",0.392015174983016,0.467910826974821,0.403561554760051
"20","Short_sleep",287,"PRSstd_mgb_std",0.554868669034034,0.694080596070674,0.425150332112691
"21","Long_sleep",572,"PRSsum_std",0.666108660229151,0.441077449146033,0.132169886115429
"22","Long_sleep",572,"PRSstd_sum_std",0.918334370103343,0.53820940894888,0.089110641332579
"23","Long_sleep",422,"PRS_gap_std",1.1457823121604,0.341480270506811,0.000931584978150543
"24","Long_sleep",422,"PRSstd_gap_std",1.96795330059066,0.562484404765613,0.000564346188241575
"25","Long_sleep",572,"PRSstd_mgb_std",1.26614674009877,0.626488264201549,0.0442679327993466
"26","EDS",515,"PRSsum_std",-0.287193351459091,0.998720918456072,0.773919009892529
"27","EDS",515,"PRSstd_sum_std",0.0633503939080661,0.959874844339576,0.947431270280984
"28","EDS",386,"PRS_gap_std",0.801608429868064,0.369893996169743,0.0313448589164812
"29","EDS",386,"PRSstd_gap_std",1.36146430914226,0.457139228996781,0.0032385079677851
"30","EDS",515,"PRSstd_mgb_std",0.576306262609782,0.670931087923374,0.391176193165111
"31","Mild_OSA",415,"PRSsum_std",-0.072037693995886,0.433782384271468,0.86825399831396
"32","Mild_OSA",415,"PRSstd_sum_std",-0.0389475421634375,0.446098521325105,0.930506156466939
"33","Mild_OSA",362,"PRS_gap_std",0.200165829677025,0.291993057606347,0.49380840666498
"34","Mild_OSA",362,"PRSstd_gap_std",0.529823143111096,0.393558340948266,0.179742085122773
"35","Mild_OSA",415,"PRSstd_mgb_std",0.0282374721571288,0.424430407511901,0.947015530862865
"36","Mod_severe_OSA",152,"PRSsum_std",0.0709538262366245,0.634032878532838,0.911124655228487
"37","Mod_severe_OSA",152,"PRSstd_sum_std",0.128915682732091,0.767701941225051,0.866989022182241
"38","Mod_severe_OSA",129,"PRS_gap_std",0.636448229486651,0.381592076745158,0.0991091353175366
"39","Mod_severe_OSA",129,"PRSstd_gap_std",1.03722223832028,0.494975942437477,0.039173714408945
"40","Mod_severe_OSA",152,"PRSstd_mgb_std",0.310923351548624,0.98002032427565,0.751719630406286
"41","Mild_severe_OSA",567,"PRSsum_std",0.214054674821749,0.312073578610637,0.493342964975064
"42","Mild_severe_OSA",567,"PRSstd_sum_std",0.234111322083312,0.305403503747786,0.443993598259357
"43","Mild_severe_OSA",491,"PRS_gap_std",0.476521730553621,0.222093199587572,0.0328611519989215
"44","Mild_severe_OSA",491,"PRSstd_gap_std",0.732466835394406,0.322079498574225,0.023796438417165
"45","Mild_severe_OSA",567,"PRSstd_mgb_std",0.256404453104511,0.292995653047688,0.38227030823532
